"Magento_Checkout::Invalid Country Code","Verifica tu información de entrega y código postal."
"Magento_Checkout::Please correct the country code: %1","Verifica tu información de entrega y código postal."
"Magento_Checkout::Please correct the country code: %1.","Verifica tu información de entrega y código postal."
"Magento_Checkout::Please correct the country code: ","Verifica tu información de entrega y código postal. "
"Magento_Checkout::Please correct the country code:","Verifica tu información de entrega y código postal."
